Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity,Month,Year
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-04,Murder,Solved,Hounslow,Asian,Aug,2004
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-04,Murder,Solved,Hounslow,White,Oct,2004
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-04,Murder,Solved,Richmond Upon Thames,White,Jan,2004
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Feb-04,Murder,Solved,Richmond Upon Thames,Asian,Feb,2004
1,20 to 24,Female,Blunt Implement,Not Domestic Abuse,Aug-04,Murder,Solved,Richmond Upon Thames,White,Aug,2004
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-04,Murder,Solved,Richmond Upon Thames,White,Sep,2004
1,55 to 64,Female,Other Methods Of Killing,Not Domestic Abuse,Mar-04,Murder,Solved,Hillingdon,Asian,Mar,2004
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-04,Murder,Solved,Hillingdon,White,Mar,2004
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-04,Manslaughter,Unsolved,Hillingdon,Asian,Apr,2004
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-04,Murder,Solved,Hillingdon,White,Aug,2004
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Lambeth,Black,Jan,2004
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jan-04,Murder,Solved,Lambeth,Black,Jan,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-04,Murder,Solved,Lambeth,Black,Apr,2004
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-04,Murder,Solved,Lambeth,Black,May,2004
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jun-04,Murder,Solved,Lambeth,Black,Jun,2004
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jun-04,Murder,Solved,Lambeth,Black,Jun,2004
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Oct-04,Murder,Solved,Lambeth,White,Oct,2004
1,45 to 54,Male,Shooting,Not Domestic Abuse,Nov-04,Murder,Solved,Ealing,Black,Nov,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-04,Murder,Solved,Lambeth,Black,Dec,2004
1,25 to 34,Female,Other Methods Of Killing,Domestic Abuse,Jan-04,Murder,Solved,Merton,White,Jan,2004
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Mar-04,Murder,Solved,Brent,White,Mar,2004
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,May-04,Murder,Solved,Brent,Asian,May,2004
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,May-04,Murder,Solved,Brent,Asian,May,2004
1,20 to 24,Male,Shooting,Not Domestic Abuse,May-04,Murder,Solved,Brent,Black,May,2004
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-04,Murder,Solved,Brent,Black,Jun,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-04,Murder,Solved,Ealing,Black,Jul,2004
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-04,Manslaughter,Unsolved,Brent,White,Aug,2004
1,25 to 34,Male,Shooting,Not Domestic Abuse,Aug-04,Murder,Unsolved,Brent,Asian,Aug,2004
1,25 to 34,Male,Shooting,Not Domestic Abuse,Aug-04,Murder,Solved,Brent,Black,Aug,2004
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Nov-04,Murder,Solved,Brent,Black,Nov,2004
1,13 to 19,Female,Knife or Sharp Implement,Domestic Abuse,Nov-04,Murder,Solved,Ealing,Black,Nov,2004
1,0 to 12,Male,Knife or Sharp Implement,Domestic Abuse,Nov-04,Murder,Solved,Brent,Black,Nov,2004
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Nov-04,Murder,Unsolved,Ealing,Black,Nov,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-04,Murder,Solved,Brent,White,Nov,2004
1,45 to 54,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-04,Murder,Solved,Brent,White,Dec,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,May-04,Murder,Solved,Camden,White,May,2004
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-04,Murder,Solved,Camden,White,Sep,2004
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,Sep-04,Murder,Solved,Camden,White,Sep,2004
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Dec-04,Murder,Solved,Camden,White,Dec,2004
1,35 to 44 ,Female,Not known/Not Recorded ,Domestic Abuse,Apr-04,Murder,Solved,Ealing,White,Apr,2004
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Nov-04,Murder,Solved,Barnet,White,Nov,2004
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Mar-04,Murder,Solved,Ealing,White,Mar,2004
1,13 to 19,Male,Shooting,Not Domestic Abuse,Mar-04,Murder,Unsolved,Ealing,Black,Mar,2004
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-04,Murder,Solved,Ealing,Asian,Apr,2004
1,35 to 44 ,Female,Not known/Not Recorded ,Domestic Abuse,Apr-04,Murder,Solved,Haringey,Black,Apr,2004
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-04,Murder,Solved,Ealing,Black,May,2004
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-04,Murder,Solved,Ealing,White,Jun,2004
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Oct-04,Murder,Solved,Ealing,Asian,Oct,2004
1,45 to 54,Female,Other Methods Of Killing,Not Domestic Abuse,Nov-04,Murder,Solved,Ealing,White,Nov,2004
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Nov-04,Murder,Solved,Ealing,White,Nov,2004
1,25 to 34,Female,Not known/Not Recorded ,Not Domestic Abuse,Apr-04,Murder,Solved,Islington,Black,Apr,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-04,Murder,Solved,Islington,White,May,2004
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-04,Murder,Solved,Islington,Other,Sep,2004
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,Oct-04,Murder,Solved,Islington,Black,Oct,2004
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Haringey,White,Jan,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Haringey,Black,Jan,2004
1,55 to 64,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-04,Murder,Solved,Haringey,White,Jan,2004
1,25 to 34,Male,Shooting,Not Domestic Abuse,Mar-04,Murder,Solved,Haringey,Black,Mar,2004
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-04,Murder,Solved,Haringey,White,Apr,2004
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-04,Murder,Solved,Ealing,Black,Aug,2004
1,25 to 34,Female,Blunt Implement,Domestic Abuse,Aug-04,Murder,Solved,Haringey,White,Aug,2004
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-04,Murder,Solved,Haringey,White,Sep,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-04,Murder,Solved,Haringey,White,Dec,2004
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-04,Murder,Solved,Haringey,White,Dec,2004
1,13 to 19,Female,Knife or Sharp Implement,Domestic Abuse,Mar-04,Murder,Solved,Southwark,White,Mar,2004
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,Mar-04,Murder,Solved,Southwark,Asian,Mar,2004
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-04,Murder,Solved,Southwark,White,Mar,2004
1,20 to 24,Male,Shooting,Not Domestic Abuse,Apr-04,Murder,Solved,Ealing,Black,Apr,2004
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-04,Murder,Solved,Southwark,Black,Apr,2004
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-04,Murder,Solved,Southwark,White,Jun,2004
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-04,Murder,Solved,Southwark,Black,Jun,2004
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-04,Murder,Solved,Southwark,Black,Jul,2004
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-04,Murder,Solved,Southwark,White,Aug,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-04,Murder,Solved,Southwark,White,Oct,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Lewisham,Asian,Jan,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-04,Murder,Solved,Lewisham,Black,Mar,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-04,Murder,Solved,Lewisham,Black,Mar,2004
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Apr-04,Murder,Solved,Lewisham,White,Apr,2004
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-04,Murder,Unsolved,Lewisham,Black,Jun,2004
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-04,Murder,Solved,Lewisham,White,Jul,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-04,Murder,Solved,Lewisham,Black,Sep,2004
1,13 to 19,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-04,Murder,Solved,Bromley,Black,Jan,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,May-04,Murder,Solved,Bromley,White,May,2004
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Aug-04,Murder,Solved,Bromley,White,Aug,2004
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,Dec-04,Murder,Solved,Bromley,White,Dec,2004
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-04,Murder,Solved,Greenwich,White,Mar,2004
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Jul-04,Murder,Solved,Greenwich,White,Jul,2004
1,20 to 24,Male,Knife or Sharp Implement,Domestic Abuse,Jul-04,Murder,Solved,Greenwich,White,Jul,2004
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-04,Murder,Solved,Greenwich,White,Jul,2004
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-04,Murder,Solved,Greenwich,White,Aug,2004
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-04,Murder,Solved,Greenwich,Asian,Oct,2004
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-04,Murder,Solved,Croydon,White,Jan,2004
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-04,Manslaughter,Solved,Croydon,White,Jan,2004
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-04,Manslaughter,Solved,Croydon,White,Jan,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-04,Murder,Solved,Croydon,Black,Feb,2004
1,65 and over,Male,"Physical Assault, no weapon",Domestic Abuse,Aug-04,Murder,Solved,Croydon,Asian,Aug,2004
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Sep-04,Murder,Solved,Croydon,Black,Sep,2004
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-04,Murder,Solved,Croydon,Asian,Sep,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-04,Murder,Solved,Croydon,White,Sep,2004
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-04,Murder,Solved,Croydon,White,Sep,2004
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Sep-04,Murder,Solved,Croydon,White,Sep,2004
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Oct-04,Murder,Solved,Croydon,Black,Oct,2004
1,25 to 34,Male,Shooting,Not Domestic Abuse,Oct-04,Murder,Solved,Croydon,Black,Oct,2004
1,20 to 24,Male,Shooting,Not Domestic Abuse,Dec-04,Murder,Unsolved,Croydon,Black,Dec,2004
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Apr-04,Murder,Solved,Bexley,White,Apr,2004
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Jul-04,Murder,Solved,Bexley,White,Jul,2004
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-04,Murder,Solved,Sutton,White,May,2004
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Tower Hamlets,Black,Jan,2004
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-04,Murder,Solved,Tower Hamlets,White,Feb,2004
1,25 to 34,Female,Blunt Implement,Domestic Abuse,May-04,Murder,Solved,Ealing,Asian,May,2004
1,65 and over,Male,Blunt Implement,Domestic Abuse,Jun-04,Murder,Solved,Tower Hamlets,White,Jun,2004
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-04,Murder,Solved,Tower Hamlets,White,Aug,2004
1,20 to 24,Male,Shooting,Not Domestic Abuse,Sep-04,Murder,Solved,Ealing,Black,Sep,2004
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Dec-04,Murder,Solved,Tower Hamlets,White,Dec,2004
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Redbridge,Black,Jan,2004
1,45 to 54,Male,Not known/Not Recorded ,Domestic Abuse,Mar-04,Murder,Solved,Redbridge,Asian,Mar,2004
1,65 and over,Female,Other Methods Of Killing,Not Domestic Abuse,Apr-04,Murder,Unsolved,Redbridge,White,Apr,2004
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,May-04,Murder,Solved,Newham,White,May,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-04,Murder,Solved,Redbridge,White,May,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Hackney,Black,Jan,2004
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-04,Murder,Solved,Hackney,White,Mar,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-04,Murder,Solved,Hackney,White,Apr,2004
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-04,Murder,Solved,Hackney,White,Jun,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-04,Murder,Solved,Hackney,White,Jul,2004
1,35 to 44 ,Male,Blunt Implement,Domestic Abuse,Sep-04,Murder,Solved,Hackney,White,Sep,2004
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-04,Murder,Solved,Hackney,Black,Sep,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-04,Murder,Solved,Hackney,White,Sep,2004
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-04,Murder,Solved,Hackney,Black,Oct,2004
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Oct-04,Murder,Solved,Hackney,White,Oct,2004
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Nov-04,Murder,Solved,Hackney,White,Nov,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Waltham Forest,Black,Jan,2004
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-04,Murder,Solved,Waltham Forest,White,Feb,2004
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,Apr-04,Murder,Solved,Waltham Forest,White,Apr,2004
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,May-04,Manslaughter,Solved,Waltham Forest,Asian,May,2004
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,May-04,Murder,Solved,Waltham Forest,Black,May,2004
1,25 to 34,Male,Other Methods Of Killing,Domestic Abuse,Aug-04,Manslaughter,Solved,Waltham Forest,White,Aug,2004
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-04,Murder,Unsolved,Waltham Forest,White,Sep,2004
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-04,Murder,Solved,Barking & Dagenham,White,Apr,2004
1,20 to 24,Female,Other Methods Of Killing,Not Domestic Abuse,Jun-04,Murder,Solved,Barking & Dagenham,White,Jun,2004
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-04,Murder,Solved,Barking & Dagenham,Black,Jul,2004
1,25 to 34,Male,Other Methods Of Killing,Domestic Abuse,Jul-04,Murder,Solved,Barking & Dagenham,White,Jul,2004
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Oct-04,Murder,Solved,Barking & Dagenham,Black,Oct,2004
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Nov-04,Murder,Solved,Barking & Dagenham,White,Nov,2004
1,35 to 44 ,Female,"Physical Assault, no weapon",Not Domestic Abuse,Mar-04,Murder,Solved,Enfield,White,Mar,2004
1,25 to 34,Male,Shooting,Not Domestic Abuse,Apr-04,Murder,Unsolved,Enfield,Black,Apr,2004
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-04,Manslaughter,Solved,Enfield,Black,Jul,2004
1,35 to 44 ,Female,Other Methods Of Killing,Domestic Abuse,Aug-04,Murder,Solved,Enfield,White,Aug,2004
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-04,Murder,Unsolved,Enfield,White,Aug,2004
1,20 to 24,Female,"Physical Assault, no weapon",Domestic Abuse,Oct-04,Murder,Solved,Enfield,White,Oct,2004
1,25 to 34,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-04,Murder,Unsolved,Enfield,Black,Dec,2004
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-04,Murder,Solved,Enfield,White,Dec,2004
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-04,Murder,Solved,Enfield,White,Dec,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Newham,Black,Jan,2004
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Newham,Asian,Jan,2004
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Newham,White,Jan,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-04,Murder,Solved,Newham,Asian,Apr,2004
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-04,Murder,Solved,Newham,Black,Jun,2004
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,Jun-04,Murder,Solved,Newham,Asian,Jun,2004
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-04,Murder,Solved,Newham,Black,Jul,2004
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-04,Manslaughter,Solved,Ealing,Asian,Aug,2004
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,Oct-04,Murder,Solved,Newham,White,Oct,2004
1,25 to 34,Male,Other Methods Of Killing,Domestic Abuse,Dec-04,Murder,Solved,Newham,White,Dec,2004
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-04,Murder,Solved,Ealing,White,Jan,2004
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Feb-04,Murder,Solved,Havering,White,Feb,2004
1,25 to 34,Male,Shooting,Not Domestic Abuse,Apr-04,Murder,Solved,Kensington & Chelsea,Black,Apr,2004
1,20 to 24,Male,Shooting,Not Domestic Abuse,Apr-04,Murder,Solved,Kensington & Chelsea,Black,Apr,2004
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jun-04,Murder,Solved,Kensington & Chelsea,Black,Jun,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-04,Murder,Solved,Kensington & Chelsea,Black,Jul,2004
1,25 to 34,Male,Not known/Not Recorded ,Not Domestic Abuse,Jul-04,Murder,Solved,Kensington & Chelsea,Asian,Jul,2004
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-04,Murder,Solved,Kensington & Chelsea,Black,Aug,2004
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-04,Murder,Solved,Kensington & Chelsea,White,Dec,2004
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Jun-04,Murder,Solved,Westminster,White,Jun,2004
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-04,Murder,Solved,Westminster,Asian,Oct,2004
1,55 to 64,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-04,Murder,Solved,Hammersmith & Fulham,White,Jan,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,May-04,Murder,Solved,Hammersmith & Fulham,Black,May,2004
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-04,Murder,Solved,Ealing,Black,Jun,2004
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Sep-04,Manslaughter,Solved,Hammersmith & Fulham,Other,Sep,2004
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-04,Murder,Solved,Hammersmith & Fulham,Black,Dec,2004
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Oct-04,Murder,Solved,Westminster,White,Oct,2004
1,45 to 54,Male,Not known/Not Recorded ,Not Domestic Abuse,Mar-04,Murder,Solved,Westminster,White,Mar,2004
1,55 to 64,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-04,Murder,Solved,Westminster,White,Oct,2004
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-04,Murder,Unsolved,Westminster,Black,Mar,2004
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-05,Murder,Solved,Wandsworth,White,Mar,2005
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Apr-05,Murder,Solved,Wandsworth,Black,Apr,2005
1,20 to 24,Male,"Physical Assault, no weapon",Not Domestic Abuse,Oct-05,Murder,Solved,Wandsworth,White,Oct,2005
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Oct-05,Murder,Solved,Wandsworth,Black,Oct,2005
1,45 to 54,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-05,Murder,Solved,Wandsworth,White,Oct,2005
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,May-05,Murder,Solved,Kingston Upon Thames,Black,May,2005
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-05,Murder,Solved,Kingston Upon Thames,White,Aug,2005
1,45 to 54,Female,Other Methods Of Killing,Domestic Abuse,Feb-05,Manslaughter,Solved,Hounslow,Asian,Feb,2005
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-05,Infanticide,Solved,Hounslow,Asian,Mar,2005
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-05,Murder,Solved,Hounslow,White,Mar,2005
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-05,Murder,Solved,Hounslow,Black,Apr,2005
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Jul-05,Manslaughter,Solved,Hounslow,White,Jul,2005
1,35 to 44 ,Female,Not known/Not Recorded ,Domestic Abuse,Nov-05,Murder,Solved,Hounslow,Asian,Nov,2005
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-05,Murder,Solved,Richmond Upon Thames,White,Jan,2005
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-05,Murder,Solved,Ealing,White,Feb,2005
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Apr-05,Murder,Solved,Richmond Upon Thames,Asian,Apr,2005
1,20 to 24,Male,Not known/Not Recorded ,Not Domestic Abuse,Oct-05,Murder,Solved,Richmond Upon Thames,Asian,Oct,2005
1,65 and over,Female,Blunt Implement,Domestic Abuse,Jan-05,Murder,Solved,Lambeth,White,Jan,2005
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-05,Murder,Unsolved,Lambeth,Black,Feb,2005
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Feb-05,Murder,Solved,Lambeth,White,Feb,2005
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-05,Murder,Solved,Lambeth,White,Jul,2005
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-05,Murder,Solved,Lambeth,Black,Aug,2005
